Section,Item,Statement,Guidance,Importance,Score,Response,Improvements
Computing technology and Information Security,2.3.2.,You should ensure that the anticipated needs of projects can be satisfied using available resources.,"Note that this does not require you to accept requests for additional resources, but rather that promises made about resource availability before a project starts should be honoured wherever possible.",Recommended,2,"All projects and any limitations are explained and costed before project implementation, this includes discussion of software requirements and available (or not yet available) datasets and the process to acquire additional datasets.",
Computing technology and Information Security,2.3.3.,You must have a procedure for allocating available resources among projects.,"For cloud-based TREs this may involve scaling resources, such as virtual machines or databases, or deploying additional resources.
For on-premises TREs this may involve a procurement process to ensure that necessary resources are available.
Not all requests for capacity increase must necessarily be granted, but having a clear process will help projects understand when/why/how they can make use of additional capacity.",Mandatory,2,CPU and memory are shared resources. Resources can be increased across all projects. Capacity Management SOP in place with DDIS.,
Computing technology and Information Security,2.3.4.,You must ensure that the anticipated resource requirements will not result in overspending by the TRE.,"For cloud-based TREs this may involve budgeting and/or restricting resource consumption on a project-by-project basis.
For on-premises TREs this may involve managing expectations to match the available resource.",Mandatory,2,"Costings are fixed at outset for the applicable financial year. Researchers are advised that additional data, extending length of time to access data, software licenses etc., may incur additional costs.",
Computing technology and Information Security,2.4.1.,You must have a documented procedure for configuring infrastructure.,"This might, for instance, be a handbook that is followed or a set of automated scripts.",Mandatory,2,"ISO 27001
A5.37: Documented operating procedures. Operating procedures for information processing facilities shall be documented and made available to personnel who need them. ",
Computing technology and Information Security,2.4.2.,You should use configuration management tools to automate application of your configuration wherever possible.,"This might involve configuration-as-code tools such as Ansible, Chef, Puppet or Windows Desired State Configuration or simply automated scripts.",Recommended,1,Some tools used eg Puppet,Could use more/automate more
Computing technology and Information Security,2.4.3.,You should be able to verify whether the configuration is valid.,"This might, for instance, involve running your configuration management tool in ‘check’ mode.",Recommended,1,Limited checks for GPU server  (linux),
Computing technology and Information Security,2.4.4.,You should regularly verify your TRE configuration.,This will limit the amount of time the TRE can spend in a non-compliant state.,Recommended,1,"Limited verifications: patching, access, permissions",
Computing technology and Information Security,2.4.5.,You must be able to replace a non-compliant TRE with a compliant system.,This might involve reconfiguring a running system or by replacing it with a compliant one.,Mandatory,2,"File server and virtual machines backed up so if server can be restored if becomes corrupt, or rebuilt if necessary",
Computing technology and Information Security,2.5.1.,"You should keep backups of data and research environments, provided that this is permitted by law.","Keeping backups could help reduce the impact of events like accidental deletion and data corruption on work in a TRE.
TRE developers may want to consider how different elements such as sensitive input data or users’ workspaces may be backed up, and whether they should be.",Recommended,2,"ISO 27001
A8.13: Information backup. Backup copies of information, software and systems shall be maintained and regularly tested in accordance with the agreed topic-specific policy on backup.",
Computing technology and Information Security,2.5.2.,You should build redundancy into infrastructure and storage.,"Infrastructure should be as resilient as necessary to interruption.
This could include redundant infrastructure in different physical locations, load balancing and replication of data between multiple storage locations.",Recommended,1,"ISO 27001
A8.14: Redundancy of information processing facilities. Information processing facilities shall be implemented with redundancy sufficient to meet availability requirements.",
Computing technology and Information Security,2.5.3.,"You should keep backups of infrastructure, applications and configurations.",This may include virtualised infrastructure snapshots which can restored as needed to recover from failure.,Recommended,2,"ISO 27001
A8.13: Information backup. Backup copies of information, software and systems shall be maintained and regularly tested in accordance with the agreed topic-specific policy on backup.",
Computing technology and Information Security,2.5.4.,You must have procedures in place for rapid incident response.,"There may be legal requirements to disclose details of any incidents, such as data breaches for organisations subject to GDPR.
Having robust processes in place will ensure a swift and effective response when an incident occurs.",Mandatory,2,"ISO 27001
A6.8: Information security event reporting. The organization shall provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner.
A5.24: Information security incident management planning and preparation. The organization shall plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processes, roles and responsibilities.
A5.25: Assessment and decision on information security events. The organization shall assess information security events and decide if they are to be categorized as information security incidents.
A5.26:Response to information security incidents. Information security incidents shall be responded to in accordance with the documented procedures.
A5.27:Learning from information security incidents. Knowledge gained from information security incidents shall be used to strengthen and improve the information security controls.
A5.28: Collection of evidence. The organization shall establish and implement procedures for the identification, collection, acquisition and preservation of evidence related to information security events.
A5.29: Information security during disruption. The organization shall plan how to maintain information security at an appropriate level during disruption.
A5.30: ICT readiness for business continuity. ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.",
Computing technology and Information Security,2.5.5.,You should test your incident response through simulation.,"During simulated incidents the TRE organisation can measure their effectiveness.
This may involve people across the broader enterprise and/or external suppliers.",Recommended,1,"ISO 27001
A5.30: ICT readiness for business continuity. ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.",
Computing technology and Information Security,2.5.6.,You should have an application in place to scan for vulnerabilities across infrastructure.,"Software used to identify vulnerabilities should also report and alert.
Such an alert should be triaged, risk assessed and treated accordingly.",Recommended,2,Nessus scans run monthly,
Computing technology and Information Security,2.5.7.,You must have a process in place for applying security updates to all software that forms part of the TRE infrastructure.,"This includes any software used for remote desktop portals, databases, webapps, creating and destroying compute infrastructure, configuration management, or software used for monitoring the TRE.",Mandatory,2,"ISO 27001
A8.32: Change management: Changes to information processing facilities and information systems shall be subject to change management procedures.",
Computing technology and Information Security,2.5.8.,Infrastructure should be automatically patched for vulnerabilities.,"Planning will be required across infrastructure and software systems to ensure security patches remain available from suppliers.
Many systems may be isolated from the internet making TRE infrastructure more difficult to automatically patch.",Recommended,2,"ISO 27001
A8.7: Protection against malware. Protection against malware shall be implemented and supported by appropriate user awareness.",
Computing technology and Information Security,2.5.9.,You should carry out penetration tests on your TRE.,"By intentionally attempting to breach their TRE, organisations can proactively discover unnoticed vulnerabilities before they are exploited maliciously.
Tests can evaluate the effectiveness of security controls in preventing data breaches, unauthorised access, or other security incidents.",Recommended,2,"ISO 27001
A5.35: Independent review of information security. The organization’s approach to managing information security and its implementation including people, processes and technologies shall be reviewed independently at planned intervals, or when significant changes occur.",
Computing technology and Information Security,2.5.10.,You should update the security controls of your TRE based on the results of security tests.,"Security testing can reveal bugs and discrepancies in the TRE architecture which should be addressed in advance of sensitive data being uploaded, or with urgency in the case of an operational TRE.
Regular testing will allow organisations to refine their TRE security controls and incident response capabilities.
It enables them to adapt to any new security concerns that may arise as a result of changes in the underlying software.",Recommended,2,Security Controls updated as required. Technical audit once every two years.,
Computing technology and Information Security,2.5.11.,"You should publish details of your security testing strategy and, where possible, the results of each test.","Knowledge that regular security testing occurs will help to ensure stakeholders, including data consumers and information asset owners, can trust that the data they work with or are responsible for is secure within a TRE.
If security flaws are identified in a test, it may not be sensible to publicise these until a fix is in place.",Recommended,1,Results shared with those that need to know.,
Computing technology and Information Security,2.5.12.,Your TRE must encrypt project and user data at rest.,"This prevents unauthorised access to the data even if the storage media is compromised.
This may involve encrypted filesystems or tools to encrypt and decrypt data on demand.
The encryption keys may be managed by the TRE operator or by a trusted external actor, for example a cloud provider.",Mandatory,2,"ISO 27001
A8.24: Use of cryptography. Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.
A5.34: Privacy and protection of personal identifiable information (PII). The organization shall identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements.",
Computing technology and Information Security,2.5.13.,Your TRE must encrypt data when in transit between the TRE and external networks or computers.,"Data encryption must be used to safeguard against interception or tampering during transmission.
This includes both data ingress and egress and users accessing the TRE, for example over a remote desktop or shell session.",Mandatory,2,"ISO 27001
A8.24: Use of cryptography. Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.
A5.34: Privacy and protection of personal identifiable information (PII). The organization shall identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements.",
Computing technology and Information Security,2.5.14.,Your TRE should encrypt data when in transit inside the TRE.,"If possible, data transfers between different components of a TRE should also be encrypted.",Recommended,2,"ISO 27001
A8.24: Use of cryptography. Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.
A5.34: Privacy and protection of personal identifiable information (PII). The organization shall identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements.",
Computing technology and Information Security,2.5.15.,You should use encryption algorithms and software that are widely accepted as secure.,"Encryption algorithms widely accepted as secure today may become insecure in the future, for instance due to newly-identified flaws, or advances in compute capabilities.
The latest security patches and updates should be applied to any encryption software being used by the TRE.
This helps address any known vulnerabilities or weaknesses in the encryption implementation.",Recommended,2,"ISO 27001
A8.24: Use of cryptography. Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.
A5.34: Privacy and protection of personal identifiable information (PII). The organization shall identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements.",
Computing technology and Information Security,2.5.16.,Your TRE should use secure key management.,"TREs should employ secure key management practices, including storing encryption keys separately from the encrypted data and implementing strong access controls (*e.g.* Single Sign On) for key management systems.",Recommended,2,"ISO 27001
A8.24: Use of cryptography. Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.
A5.34: Privacy and protection of personal identifiable information (PII). The organization shall identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements.",
Computing technology and Information Security,2.5.17.,Your TRE could offer physical protection measures against data leakage or theft via physical means.,"Restricting access to research facilities containing computers logged into TREs can help prevent malicious actors from viewing or stealing sensitive data, for example by photographing a computer screen.
Physical controls on access to a TRE could include surveillance systems, restricting physical access to authorised personnel only, visitor management systems and employee training.",Optional,2,"ISO 27001
A7.1: Physical security perimeters. Security perimeters shall be defined and used to protect areas that contain information and other associated assets.
A7.2: Physical entry. Secure areas shall be protected by appropriate entry controls and access points.
A7.3: Securing offices, rooms and facilities. Physical security for offices, rooms and facilities shall be designed and implemented.
A7.4: Physical security monitoring. Premises shall be continuously monitored for unauthorized physical access.
A7.5: Protecting against physical and environmental threats. Protecting against physical and environmental threats.
A7.6: Working in secure areas. Security measures for working in secure areas shall be designed and implemented.
A7.7: Clear desk and clear screen. Clear desk rules for papers and removable storage media and clear screen rules for information processing facilities shall be defined and appropriately enforced.",
Computing technology and Information Security,2.5.18.,Your TRE may need to comply with specific regulatory requirements due to the types of data it is hosting.,"Regulatory frameworks often emphasise the need for security controls to protect sensitive data.
Compliance with these regulations could require organisations to implement specific security measures to safeguard their TRE from unauthorised access.",Mandatory,2,"ISO 27001
A5.31: Legal, statutory, regulatory and contractual requirements. Legal, statutory, regulatory and contractual requirements relevant to information security and the organization’s approach to meet these requirements shall be identified, documented and kept up to date.",
Data management,3.1.1.,You must have processes in place to assess the legal and regulatory implications of handling the data through its full lifecycle.,"This involves considering your obligations to data controllers and subjects, and whether any security controls may be legally or contractually required.
An assessment of the risks involved will also be needed.
It may involve classifying the project into a predefined sensitivity category or defining bespoke controls.",Mandatory,2,"ISO 27001
A.5.31 – Compliance with legal, statutory, regulatory and contractual requirements
The organisation shall identify and document applicable legal, statutory, regulatory and contractual requirements related to information security and keep this up to date

",
Data management,3.1.2.,You should keep records of data handling decisions.,Decisions that are made as part of the process discussed above should be recorded and made available for inspection by all stakeholders.,Recommended,2,"Data Sharing Agreement and generic Data Processing Impact Assessment in place for DaSH data processing on behalf of NHSG. Data Processing Assessments are carried out during the initial processes of setting up a new project. Data Handling Processes set out in SOPs (Transfers; Analyst Processes, etc.).",
Data management,3.1.3,Information asset owners must classify data sets according to a common process and data classification methodology.,"To classify the data, information asset owners must have a good understanding of the data sets and the process of classification.
Once classified, data can be stored in a TRE with an appropriate security controls (see later section on security levels and tiering), which can factor in the requirements for confidentiality, integrity and availability of the data.",Mandatory,2,"ISO 27001
A5.12: Classification of information. Information shall be classified according to the information security needs of the organization based on confidentiality, integrity, availability and relevant interested party requirements.
A5.13: Labelling of information. An appropriate set of procedures for information labelling shall be developed and implemented in accordance with the information classification scheme adopted by the organization.",
Data management,3.1.4.,You must have a data ingress process which enforces information governance rules/processes.,"The data ingress process needs to ensure that information governance is correctly followed.
In particular, it should require that an ingress request has been approved by all required parties.",Mandatory,2,"All data entering the TRE for a project must be approved by the permission providers for that project. All permission approvals are checked by Research Coordinators before data can be ingressed to ensure we only receive data that has been approved by all parties. Different pathways of entering data into the TRE are followed dependent on the nature of the data e.g., code / patient-identifiable data. Data may be ingressed from other Safe Havens or data owners, or may be from researchers.",
Data management,3.1.5.,You must have a data egress process which enforces information governance rules/processes.,"The data egress process needs to ensure that information governance requirements are adhered to.
In particular, it should require that an egress request has been approved by all required parties.",Mandatory,2,"Any output data requests from researchers requesting the release of data from the Safe Haven must be disclosure risk checked prior to release (DaSH05_05). Data must be aggregate data, with no individual-patient level data, and must not contain small counts (<5 individuals). ",
Data management,3.1.6,Egress must be limited to the information asset owners or their delegates.,"Egress of data from a TRE must be a specific permission associated with individual users
This permission must be given by information asset owners.
Egress may still require further approval (see 3.1.5).",Mandatory,2,"Outputs can only be requested by named researchers within the research team. They must be named on the permissions documents. Outputs must be reviewed and approved by the Research Coordinators and released via a safe file transfer method e.g. ZendTo, directly to the researcher who requested the output. ",
Data management,3.1.7.,Your data egress process could sometimes require project-independent approval.,"There may be cases where there are multiple stakeholders for a piece of analysis including information asset owners, data analysts, data subjects, the TRE operator.
A data egress process may then require approval from people not on the project team, for example an external referee or TRE operator representative",Optional,2,"If data, that is not aggregate data, is required to be externally sent i.e., cohort for Grampian needing to be sent to another Safe Haven / external source to be linked with other health boards, then additional approval may be required. This could involve creating a data sharing agreement between health boards.",
Data management,3.1.8.,You must keep a record of what data your TRE holds.,"Good records are important for ensuring compliance with legislation, understanding risk and aiding good data hygiene.
The record should include a description of the data, its source, contact details for the data owner, which projects use the data, the date it was received, when it is expected to no longer be needed.",Mandatory,2,"We have a record of our datasets on our website, and within our project documentation. Our Project Management Database (PMD) holds information on the datasets including the data owner, contact details.",
Data management,3.1.9.,You must have a policy on data deletion.,"There should be a clear, published policy on when data will be retained or deleted.
This may allow time for data owners to consider outputs they may want to extract from the TRE.
Any sensitive data, including all backups, should be deleted when they are no longer needed.
Having clear policies will help to avoid problems with data being kept longer than necessary or accidental deletion of outputs.",Mandatory,2,"ISO 27001
A8.10: Information Deletion. Information stored in information systems, devices or in any other storage media shall be deleted when no longer required.",
Data management,3.1.10.,You should have a method of providing proof of deletion/removal of files.,"information asset owners may require certification of the deletion of files.
You should have a method of providing proof of deletion if challenged.",Recommended,1,"We do not provide proof of deletion certificates. However, we can confirm date of deletion via email if requested.",
Data management,3.1.11.,You should log how input data is modified.,"If the input data is mutable a TRE should keep records of its modification.
For example, when the data was modified and by who.",Recommended,0,,
Data management,3.1.12.,"You must, to a reasonable extent, prevent unauthorised data ingress or egress.","Movement of data which has not been subject to information governance processes risks breaking rules and is more likely to result in a data breach.
However, it is difficult to control for every possibility.
For example, a user may take pictures of their computer screen to remove data, or use a device presenting as a USB HID keyboard to input large amounts of text.
An example of a reasonable measure would be for a remote desktop based TRE to prevent data being copied from a local machine’s clipboard to a workspace.",Mandatory,2,"ISO 27001
A5.15: Access control. Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.
A5.14: Information transfer. Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.
A5.33: Protection of records. Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.
A8.1: User endpoint devices. Information stored on, processed by or accessible via user end point devices shall be protected.",
Data management,3.1.13.,Data held within the TRE should be the minimum required for analysis or research.,"Data stored and processed within the TRE should be limited to the amount required for that purpose.
This increases the level of protection for data subjects, makes it easier to comply with data protection legislation and could reduce the overhead of storage and processing.",Recommended,2,"Data minimisation principles are encouraged upon researchers when planning their project and requesting datasets. This also applies to output requests from project folders, where research coordinators advise that the minimum data should be released as possible to satisfy the project aims.",
Data management,3.2.1.,You must not create user accounts for use by more than one person.,"It is important that each user account should be used by one, and only one, person in order to facilitate the assignment of roles or permissions and to log the actions of individuals.",Mandatory,2,"ISO 27001
A5.15: Access control. Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.
A5.14: Information transfer. Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.
A5.33: Protection of records. Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.",
Data management,3.2.2.,You must be reasonably convinced of the identity of each person being granted an account.,"It is important to ensure an account has been given to the correct person.
For example, multiple credentials may be used before account creation to verify identity or, when appropriate, photo ID checks may be required.",Mandatory,2,"ISO 27001
A5.15: Access control. Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.
A5.14: Information transfer. Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.
A5.33: Protection of records. Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.
",
Data management,3.2.3.,You must restrict a user’s access to only data required in their work.,"There is no need to grant an individual access to data they do not require.
Access may be assigned in a manner appropriate to a TREs design, for example through roles granted to user accounts or through isolated project workspaces.",Mandatory,2,"ISO 27001
A5.15: Access control. Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.
A5.14: Information transfer. Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.
A5.33: Protection of records. Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.",
Data management,3.2.4.,You must ensure that multi-factor authentication is enabled for all users.,"Multi-factor authentication ensures that to successfully connect a user must have more than one piece of evidence in different categories.
Categories include something the user knows (*e.g.* a password), something the user possesses (*e.g.* a TOTP key) or something the user is (*e.g.* biometric data).
A TRE does not need to implement multi-factor authentication checks itself if it is provided by a third-party identity provider.",Mandatory,2,"ISO 27001
A5.15: Access control. Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.
A5.14: Information transfer. Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.
A5.33: Protection of records. Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.",
Data management,3.2.5.,You could use federated authentication or single sign-on (SSO) for user login.,"Institutions that use a SSO for other applications may wish to extend this login capability to a TRE.
This will simplify the login process for data consumers using a TRE and prevent them having to remember or store multiple login credentials.",Optional,,,
Data management,3.2.6.,You could restrict access to particular networks or physical locations.,"Restricting access to a set of known, static, personal or institutional IP addresses can help avoid speculative attacks.
When appropriate, access could also be restricted to physical locations with security controls and access requirements.",Optional,0,,
Data management,3.3.1.,You should have a system to help classify outputs.,"Removing data from a TRE can be a difficult process as there is potential for sensitive data to be revealed.
Having guidance, processes and methods will help ensure that outputs are correctly classified and, furthermore, that outputs due to be openly published are identified.
Encouraging openly published outputs will enhance a TRE’s impact and transparency.",Recommended,1,"We do not have a classification system, however, all output requests go through the same disclosure checking process which is undertaken by one or two research coordinators based on the complexity and/or size of output request.",
Data management,3.3.2.,You should establish the intended outputs of each project from the outset.,"Identifying the purpose of a piece of work is important for compliance with data protection legislation.
Results will be produced which address the project’s purpose, some of which may be outputs that are removed from the TRE.
Understanding what these outputs are likely to be and their sensitivity as early as possible will help prepare for their processing and publication.",Recommended,1,"We do not require researchers to advise likely outputs. However, we do emphasise throughout the project lifecycle that researchers should only request an output for a specific purpose e.g., report / seminar / publication.",
Data management,3.3.3.,You must have a documented process for disclosure control of outputs from the TRE.,"This process should define expected risks and how to mitigate them.
All TRE outputs must be subject to this process.
You might choose to follow existing guidelines, for example around statistical disclosure.",Mandatory,2,"ISO 27001
A5.37: Documented operating procedures. Operating procedures for information processing facilities shall be documented and made available to personnel who need them.",
Data management,3.3.4.,You must have a process for assigning responsibility for output checking.,"Output checkers should be given responsibility for checking outputs.
They must follow your disclosure control process and will be responsible for any automated parts of this process.
Output checking can help mitigate against unintentional data disclosure or leaks.",Mandatory,2,"ISO 27001
A5.37: Documented operating procedures. Operating procedures for information processing facilities shall be documented and made available to personnel who need them.",
Data management,3.3.5.,You must have a documented policy for handling disclosure risks associated with any outputs that cannot be manually checked.,"Some categories of output, for instance binary files or very large numeric files, can be difficult to manually check.
If egress of such files is permitted then the risks of inadvertent disclosure must be mitigated and documented.
Refusing to allow egress of such files is also a valid policy decision.",Mandatory,1,"ISO 27001
A5.37: Documented operating procedures. Operating procedures for information processing facilities shall be documented and made available to personnel who need them.",Guidance to be updated to make it clearer
Data management,3.3.6,You should have a statistical basis to guide the decisions of an output checker on the safety of outputs.,There should be a solid basis to allow decisions to be made about data based on risk factors such as re-identification of an individual or risk to commercial operations posed by outputs from the TRE.,Recommended,2,"Our disclosure checking SOP (DaSH05_05) provides guidance to the checker to prevent risk of re-identification etc., this includes no small numbers (<5) to be released, no individual patient level data to be released etc. This allows the checker to make an informed decision on the safety of outputs.",
Data management,3.3.7,You could create a semi-automated system for checks on common research outputs.,"Automation helps make decisions on outputs more consistent and reduces the overhead for output checkers.
It’s unlikely however that a fully automated output checking system (without humans in the loop) would be appropriate, given the risks associated with accidental data disclosure.",Optional,0,,
Data management,3.3.8.,TRE outputs should be limited to the minimum required for sharing results of any analyses.,"This decreases the risk of inadvertent disclosure, and makes it easier to comply with data protection legislation (e.g. GDPR).",Recommended,2,Researchers are encouraged to use data minimisation principles to ensure only the minimum required data is requested within an output.,
Data management,3.4.1.,You should provide a metadata catalogue of available datasets for users.,"This is particularly relevant for TREs with population-level data collection of general interest.
This may not be appropriate for TREs where each project has its own data sharing agreement with one or more data provider or very sensitive datasets.",Recommended,2,"We list our available datasets on our website, some datasets have the metadata available for review. For datasets which do not have the meta data available for review we also have a data specification sheet which lists the variables available within each dataset",
Data management,3.5.1.,You must be able to specify what categories of data your TRE is able to support.,"Your TRE must provide an explanation of the kinds of data it has been designed to hold, with reference to its security capabilities, that can be understood by all stakeholders.
Relevant stakeholders may include information asset owners and project teams and they may have different levels of technical expertise.",Mandatory,2,"During initial emails/meetings the DaSH team can discuss with the researchers what kinds of data we can hold e.g., images, free-text data, standard data.",
Data management,3.5.2.,Your TRE could support projects with differing security requirements through configurable security controls.,"This allows projects with different security requirements to each be met with a suitable level of controls.
It helps ensure that users can work effectively, with minimal barriers.",Optional,2,"Security controls in place to allow only one project accessible at a time. For each project, different access is in place (e.g. standard SH  + SQL server or SH + GPU, etc.) customisable.",
Data management,3.5.3.,Your TRE could offer a pre-defined set of security control tiers.,"Security control tiers can be designed to cover the types of project or data you expect to handle.
Projects may be placed into the most suitable tier rather than having a bespoke design.
This reduces the number of unique configurations that need to be supported.",Optional,0,,
Data management,3.6.1.,You should have a consistent and easily accessible meta-data data model or similar to describe what a data asset contains.,"Where possible, existing data models should be employed (and extended if necessary).
More detailed information on the data schema for data assets should also be provided to assist researchers in understanding what data may be available without the need to see the underlying data.",Recommended,2,"Researchers can ask DaSH for a feasibility request in relation to thieir research without needing to view the underlying data. Data dictionaries and metadata available or produced for datasets; where data is provided by NHSG and no DD exist, meetings between researchers and data managers arranged to share knowledfge.",
Data management,3.6.2.,"You could provide summary, abstracted or synthetic data to researchers without exposing the underlying data set.",To reduce the need for access to row level data researchers could be provided with non-sensitive versions of the data either as summary data or using synthetic versions of the data for activities such as code development and cohort planning.,Optional,1,DaSH can provide researchers with some summary level data to help determine the feasibility of a project and cohort planning. This is undertaken on a case-by-case basis dependent on the required work to obtain the information requested.,
Data management,3.7.1.,You could provide an interface application for data consumers and data subjects to query elements of the data.,"In order to make data findable, an application which queries the meta-data or elements of the research data could be made more easily accessible than the data itself.",Optional,0,,
Data management,3.8.1.,Archived data within the TRE should be read only.,"Archived data by its very nature should not change and therefore be maintained as a read only store.
If an update is required, it may be pulled from archive into a separate operational store.",Recommended,2,,
Data management,3.8.2.,"Long-term archives must be held in simple, standard formats to ensure accessibility.","Some data archives may be required by policy or legislation to be kept for very long periods within the scope of the TRE.
Such data should be held in the simplest possible file format, conforming to international standards if available, to ensure they are platform and application agnostic.",Recommended,1,Data simply stored on archive solution in original format,
Supporting Capabilities,4.1.1.,You should have a business continuity plan that includes consideration of loss of service for deployed TREs.,"This may be due to downtime from service providers, a breach, or loss of power.
Your plan should detail your process for managing loss of service for deployed TREs, and evaluation of impact of such loss.",Recommended,2,"ISO 27001
A5.30: ICT readiness for business continuity. ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.",
Supporting Capabilities,4.1.2.,"You should regularly test the aspects of your business continuity plan concerning TREs, and have a process in place to iterate the plan if required.",,Recommended,2,"ISO 27001
A5.30: ICT readiness for business continuity. ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.",
Supporting Capabilities,4.2.1.,You should ensure that all projects using your TRE have a named project manager.,"The project manager has responsibility to ensure the smooth running of the project.
Their responsibilities may include budget management, tracking TRE status, managing communications with the TRE operations team, and other project support tasks.",Recommended,1,"DaSH Operational Lead and DaSH RCs act as project managers. All projects within DaSH must be registered with a PI, however not all projects have a separate project manager.",
Supporting Capabilities,4.2.2.,You should not give project managers direct access to the TRE.,"Doing so ensures a separation between those able to access sensitive data, and those overseeing access to sensitive data.",Recommended,2,"ISO 27001
A5.15: Access control. Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.
A5.14: Information transfer. Information transfer rules, procedures, or agreements shall be in place for all types of transfer facilities within the organization and between the organization and other parties.
A5.33: Protection of records. Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.",
Supporting Capabilities,4.3.1.,You must document all features of your TRE implementation.,"This includes ensuring all documentation is discoverable, clear, and able to be easily updated based on stakeholder feedback",Mandatory,2,All documents are maintained within QPulse.,
Supporting Capabilities,4.3.2.,You should have an education programme in place to upskill stakeholders in the use and management of your TRE.,"This may include learning modules, workshops and other resources on how to effectively access and use a TRE, FAQ pages, and accessible pathways for additional support",Recommended,1,All researchers receive guidance documentation when granted access to the TRE.,
Supporting Capabilities,4.3.3.,You should periodically carry out a training needs analysis (TNA) for all stakeholders included within your TRE provision.,"At least once every 12 months you should assess the training needs of your stakeholders, and ensure they have easy access to all required training materials",Recommended,0,,Safe People Registry from HDRUK being investigated
Supporting Capabilities,4.4.1.,You must ensure that all projects using your TRE are aware of any associated costs and are able and willing to pay them.,"Costs may include provision of the underlying TRE infrastructure, additional resources required in a specific TRE (for instance memory or additional compute), hardware including managed devices, and staff support costs",Mandatory,2,"All projects receive a costing which must be agreeable by the research team before being granted access to the TRE. The research team must have funds to cover the costing. After the costed access period is coming to an end, the researchers are advised that to extend access there will be additional cost involved.",
Supporting Capabilities,4.4.2.,You should be able to track the costs associated with each TRE project.,"This includes knowing which costs are associated with which project, and having an appropriate charging mechanism in place in line with your organisational policy.",Recommended,2,Project costs are calculated and stored electronically in Worktribe,
Supporting Capabilities,4.4.3.,You should have a process in place to ensure your TRE provision remains financially sustainable.,"This could include having a cost recovery process in place, or setting up a long-term funding mechanism to support projects with TREs.
At any given time, you should have funds free to cover all potential foreseen TRE provision for at least 12 months.",Recommended,2,"DaSH is underwritten by the University of Aberdeen, and have a number of active grants. Additionally, we cost-recover from researchers accessing data within the TRE.",
Supporting Capabilities,4.4.4.,You should minimise the cost of your TRE infrastructure wherever possible,"You should have regular reviews of your TRE provision and actively work to bring down costs, streamline provision, and optimise support.",Recommended,2,"DaSH Strategy and Operational Strategy reviewed each year. Budget reviewed each year. Do not currenty try to streamline provision, optimise support has come from additional Analyst team hires to help with local support before passing to DDIS.",
Supporting Capabilities,4.5.1.,You must identify any goods or services that will be needed to operate the TRE and ensure that a plan is in place to purchase them as needed.,"These may include computing hardware, cloud credits or devices through which users access the TRE.",Mandatory,2,"All equipment required to run the TRE are provided by the University of Aberdeen / NHS Grampian for staff. These devices are supported by UoA or NHSG respectively. Researchers are provided with VPN details to access the TRE, either from on campus University computers (if UoA staff/student), or remotely from a UoA/NHSG/ or personal device",
