Section,Item,Statement,Guidance,Importance,Score,Response,Improvements
Computing technology and Information Security,2.5.4.,You must have procedures in place for rapid incident response.,"There may be legal requirements to disclose details of any incidents, such as data breaches for organisations subject to GDPR.
Having robust processes in place will ensure a swift and effective response when an incident occurs.",Mandatory,2,"Proceedures for breach containment, reporting and remediation plans are in place as part of ISO27001 compliance.",
Computing technology and Information Security,2.5.5.,You should test your incident response through simulation.,"During simulated incidents the TRE organisation can measure their effectiveness.
This may involve people across the broader enterprise and/or external suppliers.",Recommended,0,"Planned, not tested.",
Computing technology and Information Security,2.5.6.,You should have an application in place to scan for vulnerabilities across infrastructure.,"Software used to identify vulnerabilities should also report and alert.
Such an alert should be triaged, risk assessed and treated accordingly.",Recommended,2,AWS Guard Duty and Security hub are integrated into our service desk for wider visibility and assessment.,
Computing technology and Information Security,2.5.7.,You must have a process in place for applying security updates to all software that forms part of the TRE infrastructure.,"This includes any software used for remote desktop portals, databases, webapps, creating and destroying compute infrastructure, configuration management, or software used for monitoring the TRE.",Mandatory,1,Where possible managed services are employed to minimise patch and security management.  For systems under our remit we track required upgrades and apply updates on an as needed basis based on urgency and risk. Working towards a more pro-active approach for VDI software stacks.,
Computing technology and Information Security,2.5.8.,Infrastructure should be automatically patched for vulnerabilities.,"Planning will be required across infrastructure and software systems to ensure security patches remain available from suppliers.
Many systems may be isolated from the internet making TRE infrastructure more difficult to automatically patch.",Recommended,1,"Significant isolation of infrastrucutre reduces risk, some elements require managed deployment and validation in non-production environments (research enginnering studio, airlock) preventing full automation.",
Computing technology and Information Security,2.5.9.,You should carry out penetration tests on your TRE.,"By intentionally attempting to breach their TRE, organisations can proactively discover unnoticed vulnerabilities before they are exploited maliciously.
Tests can evaluate the effectiveness of security controls in preventing data breaches, unauthorised access, or other security incidents.",Recommended,2,We have committed to annual penetration and vunerability testing of the SDE as part of ISO/IEC 27001.  Additionally major changes to infrastucture may trigger an assessment.  2 penetration tests have been completed to date.,
Computing technology and Information Security,2.5.10.,You should update the security controls of your TRE based on the results of security tests.,"Security testing can reveal bugs and discrepancies in the TRE architecture which should be addressed in advance of sensitive data being uploaded, or with urgency in the case of an operational TRE.
Regular testing will allow organisations to refine their TRE security controls and incident response capabilities.
It enables them to adapt to any new security concerns that may arise as a result of changes in the underlying software.",Recommended,2,All findings of tests or automated alerting are assessed for impact and validity in context and appropriate remediation applied.  These are discussed at ISMS meetings.,
Computing technology and Information Security,2.5.11.,"You should publish details of your security testing strategy and, where possible, the results of each test.","Knowledge that regular security testing occurs will help to ensure stakeholders, including data consumers and information asset owners, can trust that the data they work with or are responsible for is secure within a TRE.
If security flaws are identified in a test, it may not be sensible to publicise these until a fix is in place.",Recommended,1,"Plan has been shared via PPI/E and CAG engagement, but not accessible without direct enquiry.",We will review website plans and look for a suitable place to add dates and highlevel summary of pen/vun test 
Computing technology and Information Security,2.5.12.,Your TRE must encrypt project and user data at rest.,"This prevents unauthorised access to the data even if the storage media is compromised.
This may involve encrypted filesystems or tools to encrypt and decrypt data on demand.
The encryption keys may be managed by the TRE operator or by a trusted external actor, for example a cloud provider.",Mandatory,2,"All data is encrypted at rest.  Each project has independent encryption keys, managed by SDE team (using AWS KMS, but not auto assigned).",
Computing technology and Information Security,2.5.13.,Your TRE must encrypt data when in transit between the TRE and external networks or computers.,"Data encryption must be used to safeguard against interception or tampering during transmission.
This includes both data ingress and egress and users accessing the TRE, for example over a remote desktop or shell session.",Mandatory,2,"All data is encrypted in transit with TLS encryption. To ensure no tampering of source data occurs a private key encrypted checksum of each data file is included in a structured manifest.  Files not listed in the manifest are not moved beyond the landing zone.  Each files checksum is validated and then the files scanned for vunerabilities and viruses.
For researcher ingress/egress the same rules apply, with the execption of formal manifest as files are selected individually.  All VDI sessions are over https.",
Computing technology and Information Security,2.5.14.,Your TRE should encrypt data when in transit inside the TRE.,"If possible, data transfers between different components of a TRE should also be encrypted.",Recommended,2,All data is encrypted in transit within the TRE with TLS enforced on all S3 requests.  Automatic remediation and alerting should an S3 bucket be created without this enforcement is in place.,
Computing technology and Information Security,2.5.15.,You should use encryption algorithms and software that are widely accepted as secure.,"Encryption algorithms widely accepted as secure today may become insecure in the future, for instance due to newly-identified flaws, or advances in compute capabilities.
The latest security patches and updates should be applied to any encryption software being used by the TRE.
This helps address any known vulnerabilities or weaknesses in the encryption implementation.",Recommended,2,Encryption is managed by AWS Key Managment Service.  Software under the responsibility of the SDE is minimised to reduce risk with security update end dates tracked both by the team and highlighted by AWS service monitoring notifications.,
Computing technology and Information Security,2.5.16.,Your TRE should use secure key management.,"TREs should employ secure key management practices, including storing encryption keys separately from the encrypted data and implementing strong access controls (*e.g.* Single Sign On) for key management systems.",Recommended,2,"AWS KSM is used for key management.  User access is via insustry standard SSO with MFA enforced.  Members of the SDE team use tooling from ""Keeper Security"" for one-time-shares where necessary (setting up data providers etc).",
Computing technology and Information Security,2.5.17.,Your TRE could offer physical protection measures against data leakage or theft via physical means.,"Restricting access to research facilities containing computers logged into TREs can help prevent malicious actors from viewing or stealing sensitive data, for example by photographing a computer screen.
Physical controls on access to a TRE could include surveillance systems, restricting physical access to authorised personnel only, visitor management systems and employee training.",Optional,N/A,"Cloud first, ""screenshot"" is deemed acceptable risk as data is anonymised before access.",
Computing technology and Information Security,2.5.18.,Your TRE may need to comply with specific regulatory requirements due to the types of data it is hosting.,"Regulatory frameworks often emphasise the need for security controls to protect sensitive data.
Compliance with these regulations could require organisations to implement specific security measures to safeguard their TRE from unauthorised access.",Mandatory,2,"NHS DSPT, ISO/IEC 27001, CAG approval obtained",
Data management,3.1.1.,You must have processes in place to assess the legal and regulatory implications of handling the data through its full lifecycle.,"This involves considering your obligations to data controllers and subjects, and whether any security controls may be legally or contractually required.
An assessment of the risks involved will also be needed.
It may involve classifying the project into a predefined sensitivity category or defining bespoke controls.",Mandatory,2,"We have established robust processes to assess the legal and regulatory implications of handling data throughout its lifecycle. We comply with UK GDPR and have obtained Section 251 approval from the CAG to ensure that we process the appropriate data categories. Privacy notices are published on the data controller’s website, ensuring transparency with data subjects regarding their data usage. We implement PET security controls to safeguard data, and a comprehensive DPIA is being conducted to identify and mitigate any risks associated with data processing.",
Data management,3.1.2.,You should keep records of data handling decisions.,Decisions that are made as part of the process discussed above should be recorded and made available for inspection by all stakeholders.,Recommended,1,"We document all data handling decisions through our Data Access Committee, which makes decisions publicly available. We use Confluence and Microsoft 365 with strict version control for project documents, and meeting minutes are kept to record key decisions. Internal audits are conducted regularly, and we have clear processes for data retention and deletion, ensuring transparency, accountability, and compliance.",
Data management,3.1.3.,Information asset owners must classify data sets according to a common process and data classification methodology.,"To classify the data, information asset owners must have a good understanding of the datasets and the process of classification.
Once classified, data can be stored in a TRE with an appropriate security controls (see later section on security levels and tiering), which can factor in the requirements for confidentiality, integrity and availability of the data.",Mandatory,2,"Data are classified by the utility, sensitivity and intent.  Project data is provisioned for the specific research interest.  SDE assets may be suitable for linking with research data, or general reference access.  A cataloge of items not specific to a project is maintained with relevant information pertaining to access and sensitivity.",
Data management,3.1.4.,You must have a data ingress process which enforces information governance rules/processes.,"The data ingress process needs to ensure that information governance is correctly followed.
In particular, it should require that an ingress request has been approved by all required parties.",Mandatory,2,Data can only be provisioned into the SDE by knowledge of the platform team. Prior to setup all IG and DAC documentation must be in place.  Routes to send data are opened only when data is expected.  Data recieved not specified within a manifest does not enter the integration platform.  Ingress routes are closed once data is received.,
Data management,3.1.5.,You must have a data egress process which enforces information governance rules/processes.,"The data egress process needs to ensure that information governance requirements are adhered to.
In particular, it should require that an egress request has been approved by all required parties.",Mandatory,2,"The platform has a ""2-pairs of eyes"" process for output checking and adheres to a general rule of ""non-disclosive"" summary outputs.  This is supported by SACRO tooling to focus attention to areas of concern.  Where there may be a need to allow more granular details to flow this is agreed by the DAC, in advance and documented to ensure a streamlined process.  Should there be a research need for granularity not agreed in advance this will be taken up with the IG leads and DAC.",
Data management,3.1.6.,Egress must be limited to the information asset owners or their delegates.,"Egress of data from a TRE must be a specific permission associated with individual users
This permission must be given by information asset owners.
Egress may still require further approval (see 3.1.5).",Mandatory,2,"All data egress is controlled by the SDE data team, delegated by the data controller CUH.",
Data management,3.1.7.,Your data egress process could sometimes require project-independent approval.,"There may be cases where there are multiple stakeholders for a piece of analysis including information asset owners, data analysts, data subjects, the TRE operator.
A data egress process may then require approval from people not on the project team, for example an external referee or TRE operator representative",Optional,2,"All data egress is assessed by the SDE data team, not members of the project team.  The data team reserve the right to request additional support for specialist outputs.",
Data management,3.1.8.,You must keep a record of what data your TRE holds.,"Good records are important for ensuring compliance with legislation, understanding risk and aiding good data hygiene.
The record should include a description of the data, its source, contact details for the data owner, which projects use the data, the date it was received, when it is expected to no longer be needed.",Mandatory,2,"The SDE maintains records for different audiences.  A Public Data Use Register (PDUR, current and past SDE projects, website), Research Assets (reusable, internal), Datasets (HDR-UK portal).",
Data management,3.1.9.,You must have a policy on data deletion.,"There should be a clear, published policy on when data will be retained or deleted.
This may allow time for data owners to consider outputs they may want to extract from the TRE.
Any sensitive data, including all backups, should be deleted when they are no longer needed.
Having clear policies will help to avoid problems with data being kept longer than necessary or accidental deletion of outputs.",Mandatory,1,"The project documentation captures project end dates and retention periods.  A process exists to close down projects (ending easy access) as well as removal of project data.

The PDUR includes project end date, but not agreed retention periods.",We will review the data use registry fields and assess if it is appropriate to specify retention periods
Data management,3.1.10.,You should have a method of providing proof of deletion/removal of files.,"Information asset owners may require certification of the deletion of files.
You should have a method of providing proof of deletion if challenged.",Recommended,1,Deleteion of data can be verified via cloudwatch logs.,
Data management,3.1.11.,You should log how input data is modified.,"If the input data is mutable a TRE should keep records of its modification.
For example, when the data was modified and by who.",Recommended,2,All input data can only be processed via ETL pipelines which are backed by a git repository.  Only data processed by this route can be progressed to the research space.,
Data management,3.1.12.,"You must, to a reasonable extent, prevent unauthorised data ingress or egress.","Movement of data which has not been subject to information governance processes risks breaking rules and is more likely to result in a data breach.
However, it is difficult to control for every possibility.
For example, a user may take pictures of their computer screen to remove data, or use a device presenting as a USB HID keyboard to input large amounts of text.
An example of a reasonable measure would be for a remote desktop based TRE to prevent data being copied from a local machine’s clipboard to a workspace.",Mandatory,2,"All movement of data between local and remote is heavily restricited.  Copy into the remote session is permitted for a limited number of characters (512) to support secure passwords and small codeblocks.  Copy from the remote VDI to local environment is blocked.  Communicatrion between the local computer and remote VDI is blocked for web-cameras, microphones, USB devices and printers.  Only mouse/touch/stylus are permitted as input devices.",
Data management,3.1.13.,Data held within the TRE should be the minimum required for analysis or research.,"Data stored and processed within the TRE should be limited to the amount required for that purpose.
This increases the level of protection for data subjects, makes it easier to comply with data protection legislation and could reduce the overhead of storage and processing.",Recommended,2,The East of England SDE uses a data-mesh approach to only bring in data specific to a research question at project initiation.  No aggregated data lake is held locally.  Within a research space only data for the specific project exits.,
Data management,3.2.1.,You must not create user accounts for use by more than one person.,"It is important that each user account should be used by one, and only one, person in order to facilitate the assignment of roles or permissions and to log the actions of individuals.",Mandatory,2,Shared/service accounts are not permitted by the user agreement.,
Data management,3.2.2.,You must be reasonably convinced of the identity of each person being granted an account.,"It is important to ensure an account has been given to the correct person.
For example, multiple credentials may be used before account creation to verify identity or, when appropriate, photo ID checks may be required.",Mandatory,1,Accounts are only granted following an organisation in good standing approval.  No personal email is permitted when signing up to the SDE.,We plan to move to use the HDRUK safe-people-registry
Data management,3.2.3.,You must restrict a user’s access to only data required in their work.,"There is no need to grant an individual access to data they do not require.
Access may be assigned in a manner appropriate to a TREs design, for example through roles granted to user accounts or through isolated project workspaces.",Mandatory,2,"Individuals are only granted access to data relevant to the research project they are assigned to, all other data is inaccessible.  If a user is assigned to multiple projects in the environment the compute is specific to an individual project preventing cross-linking.",
Data management,3.2.4.,You must ensure that multi-factor authentication is enabled for all users.,"Multi-factor authentication ensures that to successfully connect a user must have more than one piece of evidence in different categories.
Categories include something the user knows (*e.g.* a password), something the user possesses (*e.g.* a TOTP key) or something the user is (*e.g.* biometric data).
A TRE does not need to implement multi-factor authentication checks itself if it is provided by a third-party identity provider.",Mandatory,2,"MFA is enforced on all accounts granting access to the platform, user & engineer.  ",
Data management,3.2.5.,You could use federated authentication or single sign-on (SSO) for user login.,"Institutions that use a SSO for other applications may wish to extend this login capability to a TRE.
This will simplify the login process for data consumers using a TRE and prevent them having to remember or store multiple login credentials.",Optional,2,SSO is available for all able to use this.  In some edge cases the SDE may be required to generate a sde specific login (Microsoft Entra).  The VDI instances have a separate dedicated password to allow password complexity and rotation orthagonal to the users organisation.,
Data management,3.2.6.,You could restrict access to particular networks or physical locations.,"Restricting access to a set of known, static, personal or institutional IP addresses can help avoid speculative attacks.
When appropriate, access could also be restricted to physical locations with security controls and access requirements.",Optional,2,"We have the ability to apply this level of restriction, however this is intended to be applied at a country level rather than individual institution.",
Data management,3.3.1.,You should have a system to help classify outputs.,"Removing data from a TRE can be a difficult process as there is potential for sensitive data to be revealed.
Having guidance, processes and methods will help ensure that outputs are correctly classified and, furthermore, that outputs due to be openly published are identified.
Encouraging openly published outputs will enhance a TRE’s impact and transparency.",Recommended,1,Output checkers use the SACRO software and researchers are trained in it's use during the development of outputs.  We are active members of this space generating documentation and feedback as well as piloting SACRO-ML.  Maturity in this area is growing with continued involvement with the SDC (Statistical Disclosure Control) comunity.,
Data management,3.3.2.,You should establish the intended outputs of each project from the outset.,"Identifying the purpose of a piece of work is important for compliance with data protection legislation.
Results will be produced which address the project’s purpose, some of which may be outputs that are removed from the TRE.
Understanding what these outputs are likely to be and their sensitivity as early as possible will help prepare for their processing and publication.",Recommended,2,Anticipated outputs are a component of project approval and are part of the DAC approval documentation.,
Data management,3.3.3.,You must have a documented process for disclosure control of outputs from the TRE.,"This process should define expected risks and how to mitigate them.
All TRE outputs must be subject to this process.
You might choose to follow existing guidelines, for example around statistical disclosure.",Mandatory,1,SACRO documentation along side more general disclosure control concepts are in place to support validation of outputs.  This is being expanded as part of maturity work,
Data management,3.3.4.,You must have a process for assigning responsibility for output checking.,"Output checkers should be given responsibility for checking outputs.
They must follow your disclosure control process and will be responsible for any automated parts of this process.
Output checking can help mitigate against unintentional data disclosure or leaks.",Mandatory,2,"Airlock requests are assigned to a specific member of the data team for checking.  This will be tracked in our Service Management platform, along with the second review.",
Data management,3.3.5.,You must have a documented policy for handling disclosure risks associated with any outputs that cannot be manually checked.,"Some categories of output, for instance binary files or very large numeric files, can be difficult to manually check.
If egress of such files is permitted then the risks of inadvertent disclosure must be mitigated and documented.
Refusing to allow egress of such files is also a valid policy decision.",Mandatory,1,"The need to egress binary data will be heavily challenged.  In the case of trained models we are working with SACRO-ML to minimise risk of training data being embedded.  Large numeric files will be subject to SACRO evaluation and challenge as to the need for egress.  Maturity in this area is growing.

The SDE aims to not have a blanket ban, but assess requests on merit.

It should be also noted that the data presented to researchers will have a minimim k-anon applied and AWS MACIE reports are generated.",
Data management,3.3.6,You should have a statistical basis to guide the decisions of an output checker on the safety of outputs.,There should be a solid basis to allow decisions to be made about data based on risk factors such as re-identification of an individual or risk to commercial operations posed by outputs from the TRE.,Recommended,2,SACRO is used to assess risk of loss of anonyminity within an output.  It should be also noted that the data presented to researchers will have a minimim k-anon applied.,
Data management,3.3.7,You could create a semi-automated system for checks on common research outputs.,"Automation helps make decisions on outputs more consistent and reduces the overhead for output checkers.
It’s unlikely however that a fully automated output checking system (without humans in the loop) would be appropriate, given the risks associated with accidental data disclosure.",Optional,1,"SACRO is being used to assess outputs, this is a maturity item and some buy-in of researchers is required for greatest impact.  AWS MACIE is also in place to highlight potential disclosive leaks.",
Data management,3.3.8.,TRE outputs should be limited to the minimum required for sharing results of any analyses.,"This decreases the risk of inadvertent disclosure, and makes it easier to comply with data protection legislation (e.g. GDPR).",Recommended,2,Researchers have access to shared project space and are able to screen share.  This will minimise requests to egress data.,
Data management,3.4.1.,You should provide a metadata catalogue of available datasets for users.,"This is particularly relevant for TREs with population-level data collection of general interest.
This may not be appropriate for TREs where each project has its own data sharing agreement with one or more data provider or very sensitive datasets.",Recommended,1,"Datasets are published via the HDR-UK gateway, metadata is of varying depth.",
Data management,3.5.1.,You must be able to specify what categories of data your TRE is able to support.,"Your TRE must provide an explanation of the kinds of data it has been designed to hold, with reference to its security capabilities, that can be understood by all stakeholders.
Relevant stakeholders may include information asset owners and project teams and they may have different levels of technical expertise.",Mandatory,2,Types of data available are detailed on the the SDE website.,
Data management,3.5.2.,Your TRE could support projects with differing security requirements through configurable security controls.,"This allows projects with different security requirements to each be met with a suitable level of controls.
It helps ensure that users can work effectively, with minimal barriers.",Optional,N/A,,
Data management,3.5.3.,Your TRE could offer a pre-defined set of security control tiers.,"Security control tiers can be designed to cover the types of project or data you expect to handle.
Projects may be placed into the most suitable tier rather than having a bespoke design.
This reduces the number of unique configurations that need to be supported.",Optional,N/A,,
Data management,3.6.1.,You should have a consistent and easily accessible meta-data data model or similar to describe what a data asset contains.,"Where possible, existing data models should be employed (and extended if necessary).
More detailed information on the data schema for data assets should also be provided to assist researchers in understanding what data may be available without the need to see the underlying data.",Recommended,1,OMOP CDM is used to provide cohort discovery and also as optional delivery format.  Meta-data for reusable assets are described on the HDR-UK portal.  Due to the nature of data-mesh implementation bulk of data is specific to usecase.,
Data management,3.6.2.,"You could provide summary, abstracted or synthetic data to researchers without exposing the underlying data set.",To reduce the need for access to row level data researchers could be provided with non-sensitive versions of the data either as summary data or using synthetic versions of the data for activities such as code development and cohort planning.,Optional,1,"Count based cohort discovery is available to separate researchers from data during planning.  PET tooling allows a tunable k-anonyminity level.  By default  row-level research datasets will adhere to k-anonyminity, however more granular access can be obtained as part of the DAC approval process.",
Data management,3.7.1.,You could provide an interface application for data consumers and data subjects to query elements of the data.,"In order to make data findable, an application which queries the meta-data or elements of the research data could be made more easily accessible than the data itself.",Optional,1,Count based data for the purposes of cohort discovery will be available via the HDR-UK portal.  The same portal will include meta-data interfaces.  Data Managers will have the ability to access a graphical interface to refine queries with a researcher.,
Data management,3.8.1.,Archived data within the TRE should be read only.,"Archived data by its very nature should not change and therefore be maintained as a read only store.
If an update is required, it may be pulled from archive into a separate operational store.",Recommended,2,All data is versioned in the environment.  A request to modify a finalised dataset would require a new project identifer resulting in a requirement to mirror data to a new research project.,
Data management,3.8.2.,"Long-term archives must be held in simple, standard formats to ensure accessibility.","Some data archives may be required by policy or legislation to be kept for very long periods within the scope of the TRE.
Such data should be held in the simplest possible file format, conforming to international standards if available, to ensure they are platform and application agnostic.",Recommended,1,"Archival will be via the most cost effective method, this is generally some form of simple flat file, even for data best accessed as a relational database.  Where possible an appropriate model will be used.",
Supporting Capabilities,4.1.1.,You should have a business continuity plan that includes consideration of loss of service for deployed TREs.,"This may be due to downtime from service providers, a breach, or loss of power.
Your plan should detail your process for managing loss of service for deployed TREs, and evaluation of impact of such loss.",Recommended,1,"The TREs are fault tollerant over 2 availability zones (AZ) with a minor requirement for users to start a new VDI instance.  Underlying storage is tolerant to loss of an AZ.

AWS services are highly resilient, however provider or engineering configuration error or failings resulting in a breach remain an ongoing threat to service.  This area is undergoing development as we approach maturity.",
Supporting Capabilities,4.1.2.,"You should regularly test the aspects of your business continuity plan concerning TREs, and have a process in place to iterate the plan if required.",,Recommended,1,Multi environment deployment ensures that we are regularly exercising deployment and upgrade of major components of the platform.  We are in th process of deploying a parallel implementation to replicate a ground up build to ensure additional resilience.,
Supporting Capabilities,4.2.1.,You should ensure that all projects using your TRE have a named project manager.,"The project manager has responsibility to ensure the smooth running of the project.
Their responsibilities may include budget management, tracking TRE status, managing communications with the TRE operations team, and other project support tasks.",Recommended,2,The operations team has a project success manager and service desk representatives. Each project is assigned a project manager to shepherd the project to success. Budget alerts are propogated to both the project lead and the service delivery team.,
Supporting Capabilities,4.2.2.,You should not give project managers direct access to the TRE.,"Doing so ensures a separation between those able to access sensitive data, and those overseeing access to sensitive data.",Recommended,2,"Only researchers are granted access to the provisioned research space once configured and data is provisioned.  Data Managers have access to the data integration zone, data still segregated by project.  Select Admin Engineers have the potential to access all areas, however elevation of priviledges would be necessary to decrypt data - this results in alerts in our service platform.",
Supporting Capabilities,4.3.1.,You must document all features of your TRE implementation.,"This includes ensuring all documentation is discoverable, clear, and able to be easily updated based on stakeholder feedback",Mandatory,2,"All features are documented for deployment, operations and security elements of the platform.  Primary documentation is via Confluence, allowing versioning and accountability.  User facing documentation is available for all members of the platform via a Confluence Knowledgebase - access is restricted to those on-boarded to the platform.  This evolves based on user feedback.",
Supporting Capabilities,4.3.2.,You should have an education programme in place to upskill stakeholders in the use and management of your TRE.,"This may include learning modules, workshops and other resources on how to effectively access and use a TRE, FAQ pages, and accessible pathways for additional support",Recommended,2,"An extensive knowledgebase is in place for research users to consume.  This is being expanded at all times based on feedback.  A Service Desk is available for items not covered, this is integrated with the knowledgebase, allowing for articles to be highlighted when creating a ticket to sign post users to self-solve.",Workshops have been discussed especially on how storage and compute type impact I/O and CPU through put
Supporting Capabilities,4.3.3.,You should periodically carry out a training needs analysis (TNA) for all stakeholders included within your TRE provision.,"At least once every 12 months you should assess the training needs of your stakeholders, and ensure they have easy access to all required training materials",Recommended,0,,"Expect high turnover, this doesn't appear a good use of resource.  safe-people-registry aims to surface source insitution training/certifications."
Supporting Capabilities,4.4.1.,You must ensure that all projects using your TRE are aware of any associated costs and are able and willing to pay them.,"Costs may include provision of the underlying TRE infrastructure, additional resources required in a specific TRE (for instance memory or additional compute), hardware including managed devices, and staff support costs",Mandatory,2,Each project has a budget attached and emails are triggered to both the lead researcher and the SDE serviece desk at 50% / 80% of monthly and annual budget consumption.  These are available to platform administrators and used for both show and charge back.  Outside of consumable budget project startup costs are agreed prior to initiation of data collation.,
Supporting Capabilities,4.4.2.,You should be able to track the costs associated with each TRE project.,"This includes knowing which costs are associated with which project, and having an appropriate charging mechanism in place in line with your organisational policy.",Recommended,2,All research facing resources are tagged to allow for generation of reports and invoices.,"This will be expanded when ""organisation"" resources are implemented."
Supporting Capabilities,4.4.3.,You should have a process in place to ensure your TRE provision remains financially sustainable.,"This could include having a cost recovery process in place, or setting up a long-term funding mechanism to support projects with TREs.
At any given time, you should have funds free to cover all potential foreseen TRE provision for at least 12 months.",Recommended,1,"The financial model for the SDE is an evolving element of our maturity. A costing model has been developed to charge for projects accessing data to cover operational costs along with a pass through on researcher compute and storage. This model is undergoing testing with some current use cases. Core funding has been received to date, and we are expecting confirmation of funding continuity over the coming months, with a transition towards a longer term funding model.",
Supporting Capabilities,4.4.4.,You should minimise the cost of your TRE infrastructure wherever possible,"You should have regular reviews of your TRE provision and actively work to bring down costs, streamline provision, and optimise support.",Recommended,2,"Platform costs are reviewed on a weekly basis, with a monthly rollup of the prior 5 months for context.  Increases/decreases are discused and evaluated for optimisation.  SDE admins have visibility of user instance utalisation to highlight unused hardware.",Working to implement scannning of platform for less obvious costs such as orphaned infrastructure/keys in development accounts.
Supporting Capabilities,4.5.1.,You must identify any goods or services that will be needed to operate the TRE and ensure that a plan is in place to purchase them as needed.,"These may include computing hardware, cloud credits or devices through which users access the TRE.",Mandatory,2,"As a cloud platform all costs are on a PAYG basis, however we work with AWS to identify credits for R&D purposes as well as having obtaining an OGVA2 agreement to reduce costs and add benefits",
Supporting Capabilities,4.6.1.,Your TRE must have a team of Operators in place to support projects working with TREs.,"This may be part of your organisation’s IT support team, or separate.
Responsibility should be clear and stakeholders should easily be able to access support appropriate to their needs.",Mandatory,2,"The SDE has 2 skilled teams to support the projects and platforms, DataOps and DevOps.  Each team has cross cover and a breadth of skills.  We manage workload via a service desk and JIRA.",
Supporting Capabilities,4.7.1.,You should have a clear process in place for stakeholders to feedback on your TRE infrastructure.,"This may include a GitHub repository where people can open issues and discussions, communication streams like Slack or email, or forms stakeholders can fill in.",Recommended,2,Feedback is primarily via two routes.  Service Desk and shared mailbox.  Items received via mailbox are converted to service tickets on the requestors behalf.,
Supporting Capabilities,4.8.1.,All public engagement activities must include a range of perspectives and be inclusive (*optional for TREs without personal data).,"Any public engagement activity carried out by TREs should involve diverse participants and that activities are accessible.
Recruitment plans should consider how to proactively reach a representative sample of people or target particular groups of people where relevant
This could include following guidelines such as PEDRI.",Mandatory*,2,"We run a public survey each year which seeks to reach a diverse demographic which we also quantify. Targeted engagement of underrepresented communities has been undertaken to foster their trust and engagement with the SDE. We have a group called the Core Public Advisory Group which is made up of public representatives with a lived experience and those with a professional background to foster co-production and co-design of the issues we discuss and the solutions for these.  We use the PIRIT Impact Tracker to help track the impact of our PPIE activities and actively participate in Communities of Practice focused on PPIE and Comms & Stakeholder Engagement All of our work is underpinned by the NIHR UK Standards for Public Involvement and we are also following the PEDRI Good practice guidance for public engagement which ensures that ensures that we seek to ensure our public involvement is meaningful, ethical, and effective. ",
Supporting Capabilities,4.8.2.,"Details of TRE operations, data available and projects which have accessed the data should be publicly available (*optional for TREs without personal data).","TREs should be as transparent as possible by providing information online.
Where information is made available online this should be written in clear language understandable to general public.
A record of projects which have accessed data via the TRE should be kept and made available.
Where possible it should include name, summaries, public benefit (if relevant) and organisations involved",Mandatory*,2,A Public Data Use Register is maintained on the EoE SDE website.,
Supporting Capabilities,4.8.3.,Members of the public should be included in TRE operations and/or oversight (*optional for TREs without personal data).,"Members of the public can be involved via presence on steering groups or project approvals panels.
Alternatively TRE’s can establish separate public panels available for both researchers and TRE staff to consult.",Mandatory*,2,A Core Public Advisory Group is in place which is made up of public representatives who are residents of the east of England who have have volunteered to take part.,
Supporting Capabilities,4.8.4.,"You should publicly share details of incidents, near misses, and mitigations in a timely fashion, in line with good practices for responsible disclosure.","This may be via the TRE website or annual reports.
Sharing this information is particularly important when a TRE holds public sector data.",Recommended,1,This will be reported through the lead organisations escalation and incident reporting process.  This is being matured as prt of ISMS implementation.,
Supporting Capabilities,4.9.1.,You should identify areas where legal advice may be required and ensure that you have ready access to it.,"It is likely that legal advice will be necessary for several issues around the handling of sensitive data, and managing project contracts.
TRE operators should have ready access to legal advice, including a way to solicit advice and carry out associated actions.",Recommended,2,Legal and contract adivce is available both through internal legal counsel at CUH and through Information Governance Services (IGS). ,
Supporting Capabilities,4.9.2.,You should identify areas where advice on data protection issues may be required and ensure that you have ready access to it.,It is likely that data protection advice will be necessary for several issues around the handling of sensitive data.,Recommended,2,Support around data protection issues is provided through expertise within both the Health Innovation East and CUH teams. We can also draw on the services of IGS.,
Supporting Capabilities,4.9.3.,You should identify who will be responsible for managing contracts related to the TRE.,"These contracts may include data sharing agreements, secondments of personnel or limitations on how results obtained with the data can be distributed.",Recommended,2,The CUH Legal Counsel is responsible for managing contracts related to the SDE.,
,,,,,,,
Version,stable-8784f3a,,,,,,
